2004,3,249,112,R
2001,1,217,114,R
2000,1,217,115,R
2002,6,270,105,R
2004,2,296,105,R
2001,12,240,109,R
2010,12,226,117,R
2008,2,1266,109,R
2014,2,2941,105,R
2010,6,1736,115,R
2004,7,265,121,N
2016,5,258,114,N
2014,4,715,118,N
2014,6,270,106,N
2009,3,231,103,N
2011,30,415,119,N
2006,17,428,107,N
2014,26,259,103,N
2004,6,408,120,N
2008,7,263,111,N
